Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
Round 1,Maulana Azad National Institute of Technology Bhopal,Power System,G1,OPEN,350,350
Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,SC,292,277
Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,EWS,449,427
Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,ST,258,258
Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,SC,322,310
Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,SC,285,256
Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,SC,395,359
Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,ST,309,309
Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,EWS,342,342
Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,SC,275,273
Round 1,National Institute of Technology Agartala,VLSI Design,G1,EWS,329,322
Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,OBC-NCL,321,317
Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,SC,282,206
Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,SC,352,269
Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,ST,335,335
Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,OBC-NCL,442,426
Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,SC,457,423
Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OPEN,451,434
Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,EWS,465,465
Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,OPEN,571,517
Round 1,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,EWS,347,347
Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,EWS,502,472
Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,OPEN,563,403
Round 1,National Institute of Technology Hamirpur,Sustainable Architecture,G1,OBC-NCL,372,299
Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,ST,352,352
Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,EWS,669,611
Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G2,OBC-NCL,368,353
Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,OBC-NCL,382,366
Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,OPEN,660,410
Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,OBC-NCL,592,573
Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,OPEN,648,626
Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Power System),G1,SC,344,292
Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,OPEN-PwD,249,249
Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G1,SC,256,256
Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,OPEN,518,452
Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,ST,363,341
Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G3,OPEN,596,592
Round 1,"National Institute of Technology Karnataka, Surathkal",MTech in Materials Process Technology,G1,OBC-NCL,325,297
Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,ST,307,307
Round 1,National Institute of Technology Meghalaya,Fluids & Thermal Engineering,G1,ST,326,243
Round 1,National Institute of Technology Meghalaya,Structural Engineering,G1,ST,323,299
Round 1,National Institute of Technology Nagaland,Computer Science & Engineering,G1,OPEN,404,363
Round 1,National Institute of Technology Patna,Master of Urban & Regional Planning,G1,OBC-NCL,389,322
Round 1,National Institute of Technology Patna,Communication Systems,G1,OBC-NCL,351,326
Round 1,National Institute of Technology Patna,Environmental Engineering,G1,EWS,357,357
Round 1,National Institute of Technology Patna,Production Engineering,G1,SC,258,258
Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,EWS,438,438
Round 1,National Institute of Technology Patna,Transportation Engineering,G1,OBC-NCL,371,341
Round 1,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,EWS,397,397
Round 1,National Institute of Technology Patna,Water Resources Engineering,G1,OBC-NCL,335,325
Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,EWS,334,334
Round 1,National Institute of Technology Raipur,Water Resources Development & Irrigation Engineering,G1,ST,315,315
Round 1,National Institute of Technology Arunachal Pradesh,Innovation and Entrepreneurship,G1,ST,323,323
Round 1,"National Institute of Technology, Jamshedpur",Embedded Systems Engineering,G1,SC,273,264
Round 1,"National Institute of Technology, Jamshedpur",Power Electronics & Drives,G1,OBC-NCL,344,310
Round 1,"National Institute of Technology, Jamshedpur",Thermal Engineering,G1,OBC-NCL,345,345
Round 1,"National Institute of Technology, Kurukshetra",Nanomaterials and Nanotechnology,G1,EWS,347,306
Round 1,"National Institute of Technology, Kurukshetra",Environmental Engineering,G1,SC,308,279
Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,SC,300,269
Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,SC,259,231
Round 1,"National Institute of Technology, Kurukshetra",Power System,G1,SC,253,214
Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G2,SC,109,109
Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,OBC-NCL,398,331
Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,EWS,338,338
Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,SC,208,208
Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,OPEN,528,466
Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G1,OBC-NCL,330,330
Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G2,OPEN,406,378
Round 1,"National Institute of Technology, Rourkela",Environmental Engineering,G1,OBC-NCL,411,398
Round 1,"National Institute of Technology, Rourkela",Information Security,G1,SC,423,389
Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G2,SC,296,296
Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,EWS,382,361
Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,SC,282,248
Round 1,"National Institute of Technology, Rourkela",Production Engineering,G2,EWS,380,380
Round 1,"National Institute of Technology, Rourkela",Production Engineering,G2,SC,269,269
Round 1,"National Institute of Technology, Rourkela",Structural Engineering,G1,OPEN-PwD,255,255
Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G3,OBC-NCL,448,437
Round 1,"National Institute of Technology, Rourkela",Computer Science,G1,SC,457,434
Round 1,National Institute of Technology Patna,Cyber Security,G1,OBC-NCL,389,378
Round 1,National Institute of Technology Patna,Environmental Engineering,G1,OPEN,460,394
Round 1,National Institute of Technology Patna,Environmental Engineering,G2,OBC-NCL,327,322
Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,OPEN,536,468
Round 1,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,OPEN,480,467
Round 1,National Institute of Technology Raipur,Energy and Environment,G1,OBC-NCL,338,338
Round 1,National Institute of Technology Raipur,Structural Engineering,G1,OPEN,582,426
Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,SC,254,254
Round 1,"National Institute of Technology, Jamshedpur",Structural Engineering,G1,EWS,366,335
Round 1,"National Institute of Technology, Jamshedpur",Computer Science & Engineering,G1,ST,266,266
Round 1,"National Institute of Technology, Kurukshetra",Nanomaterials and Nanotechnology,G1,OBC-NCL,322,301
Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,SC,285,239
Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,OBC-NCL,335,335
Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,EWS,353,319
Round 1,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,OPEN-PwD,247,247
Round 1,"National Institute of Technology, Kurukshetra",VLSI Design,G1,ST,264,264
Round 1,National Institute of Technology Mizoram,Computer Science & Engineering,G1,SC,273,273
Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,EWS,380,380
Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G2,OBC-NCL,317,317
Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OBC-NCL,364,312
Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OPEN,425,425
Round 1,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G2,OPEN,476,467
Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G3,ST,262,262
Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G1,ST,355,355
Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,OBC-NCL,532,510
Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,OPEN,501,463
Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,G1,OBC-NCL,456,431
Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G1,OPEN,509,509
Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G3,EWS,459,383
Round 1,"National Institute of Technology, Silchar",Geotechnical Engineering,G1,OBC-NCL,323,323
Round 1,"National Institute of Technology, Silchar",Instrumentation Engineering,G1,OBC-NCL,324,306
Round 1,"National Institute of Technology, Silchar",Computer Science & Engineering,G1,OBC-NCL,457,433
Round 1,"National Institute of Technology, Srinagar",Microelectronics,G1,OPEN,501,351
Round 1,"National Institute of Technology, Srinagar",Geo-technical Engineering,G1,OPEN,538,411
Round 1,"National Institute of Technology, Srinagar",Geo-technical Engineering,G1,ST,299,299
Round 1,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,G1,OBC-NCL,411,344
Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,SC,317,282
Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,G1,EWS,634,622
Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,OPEN,577,522
Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,OPEN,528,486
Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,EWS,476,465
Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,OBC-NCL,390,390
Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,OBC-NCL,555,526
Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,SC,484,375
Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,EWS,662,646
Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,ST,350,350
Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,OPEN,463,406
Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,EWS,675,667
Round 1,National Institute of Technology Durgapur,Biotechnology,G1,EWS,358,358
Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,OPEN,372,351
Round 1,National Institute of Technology Durgapur,Fluid Mechanics and Heat Transfer,G1,OBC-NCL,345,330
Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,EWS,339,337
Round 1,National Institute of Technology Durgapur,Operations Research,G1,EWS,408,408
Round 1,National Institute of Technology Goa,VLSI,G1,EWS,405,405
Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,EWS,412,389
Round 1,National Institute of Technology Hamirpur,Sustainable Architecture,G1,SC,171,171
Round 1,National Institute of Technology Hamirpur,Mechanical Engineering (Design),G1,OPEN,388,388
Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,ST,252,252
Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Power System),G1,ST,252,252
Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G2,SC,251,189
Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,OBC-NCL,549,502
Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,OPEN,621,534
Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,SC,350,283
Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,SC,449,431
Round 1,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,OBC-NCL,478,452
Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G1,SC,315,292
Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G1,OBC-NCL,579,550
